match_id,point_id,match_date,surface,tournament,round,point_number,shot_index,shot_number_bucket,rally_length_so_far,score_state,set_score,game_score,server,returner,hitter,opponent,hitter_hand,opponent_hand,hitter_is_server,serve_number,serve_direction,serve_outcome,active_string,previous_shot_code,previous_shot_family,previous_shot_direction,previous_shot_target_side,previous_shot_depth,previous_net_state,incoming_wing_proxy,current_raw_code,current_family,current_stroke_type,current_spin,current_direction,current_target_side,current_depth,current_net_state,current_position_flag,approach,net_cord,stop_volley,ending,error_type,point_winner,point_win,side_proxy,side_proxy_confidence,action,action_dtl,context_name
20220101-M-ATP_Cup-RR-Aristotelis_Thanos-Hubert_Hurkacz,20220101-M-ATP_Cup-RR-Aristotelis_Thanos-Hubert_Hurkacz:11,2022-01-01,Hard,ATP Cup,RR,11,5,4-5,4,40-15,0-0,0-1,Hubert Hurkacz,Aristotelis Thanos,Hubert Hurkacz,Aristotelis Thanos,R,R,1,2,6,in_play,6b27f29f17f19f28b28s+39b37*,f,FH,1.0,deuce,7.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,9.0,baseline,,False,False,False,,,Hubert Hurkacz,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220101-M-ATP_Cup-RR-Aristotelis_Thanos-Hubert_Hurkacz,20220101-M-ATP_Cup-RR-Aristotelis_Thanos-Hubert_Hurkacz:82,2022-01-01,Hard,ATP Cup,RR,82,5,4-5,4,0-0,0-1,2-5,Aristotelis Thanos,Hubert Hurkacz,Aristotelis Thanos,Hubert Hurkacz,R,R,1,1,5,in_play,5b29b28f18f18f17f29f39s28f18f29b38s2n@,f,FH,1.0,deuce,8.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,8.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:17,2022-01-03,Hard,ATP Cup,RR,17,5,4-5,4,0-0,0-0,2-1,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,5,in_play,5f29b27f19f18f3n@,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,8.0,baseline,,False,False,False,,,Aleksandre Metreveli,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:29,2022-01-03,Hard,ATP Cup,RR,29,5,4-5,4,0-15,0-0,3-2,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,1,6,in_play,6f37f38b18f18f29b2n@,b,BH,1.0,deuce,8.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,8.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:41,2022-01-03,Hard,ATP Cup,RR,41,5,4-5,4,15-0,0-0,4-3,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,5,in_play,5b39f28f18f3n#,f,FH,1.0,deuce,8.0,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,forced_error,n,Hubert Hurkacz,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:44,2022-01-03,Hard,ATP Cup,RR,44,5,4-5,4,30-30,0-0,4-3,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b39b38f19f1w#,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,forced_error,w,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:50,2022-01-03,Hard,ATP Cup,RR,50,5,4-5,4,40-40,0-0,4-3,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,5,in_play,5b38b28f19f19f39b28b38b38b38b38b39b29f39b2d@,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,9.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:57,2022-01-03,Hard,ATP Cup,RR,57,5,4-5,4,40-0,0-0,4-4,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,R,R,1,2,5,in_play,5f28f18f17f39s39b28y17u-37*,f,FH,1.0,deuce,7.0,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,9.0,baseline,,False,False,False,,,Hubert Hurkacz,1,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:58,2022-01-03,Hard,ATP Cup,RR,58,5,4-5,4,0-0,0-0,5-4,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b38b28f19f18f18f19f3d@,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,8.0,baseline,,False,False,False,,,Aleksandre Metreveli,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:65,2022-01-03,Hard,ATP Cup,RR,65,5,4-5,4,30-0,0-0,5-5,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,R,R,1,2,6,in_play,6b29f19f18f3d@,f,FH,1.0,deuce,8.0,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,unforced_error,d,Aleksandre Metreveli,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:83,2022-01-03,Hard,ATP Cup,RR,83,5,4-5,4,5-4,0-0,6-6,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,1,4,in_play,4b37f19f17f19*,f,FH,1.0,deuce,7.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,9.0,baseline,,False,False,False,winner,,Aleksandre Metreveli,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:86,2022-01-03,Hard,ATP Cup,RR,86,5,4-5,4,0-0,0-1,0-0,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b29b28b19f1d@,b,BH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,unforced_error,d,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:88,2022-01-03,Hard,ATP Cup,RR,88,5,4-5,4,0-30,0-1,0-0,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b27f28f17f17f39s3d#,f,FH,1.0,deuce,7.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,7.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:100,2022-01-03,Hard,ATP Cup,RR,100,5,4-5,4,30-15,0-1,2-0,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,4,in_play,4b38b37f18f17f+38m37v^17*,f,FH,1.0,deuce,8.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,7.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:109,2022-01-03,Hard,ATP Cup,RR,109,5,4-5,4,15-15,0-1,3-1,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b28f28b19f19f39b28f18f1n#,b,BH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,9.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:137,2022-01-03,Hard,ATP Cup,RR,137,5,4-5,4,30-40,0-1,5-3,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,4,in_play,4b29f19r19f19f28b39b28u3n@,r,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,9.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:147,2022-01-03,Hard,ATP Cup,RR,147,5,4-5,4,30-30,1-1,1-0,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,2,6,in_play,6b19f19f19f17f18f18f39b38*,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,7.0,baseline,,False,False,False,,,Aleksandre Metreveli,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli:148,2022-01-03,Hard,ATP Cup,RR,148,5,4-5,4,40-30,1-1,1-0,Aleksandre Metreveli,Hubert Hurkacz,Aleksandre Metreveli,Hubert Hurkacz,R,R,1,1,6,in_play,6f29f18f19f18f17f17f38b1n@,f,FH,1.0,deuce,9.0,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,8.0,baseline,,False,False,False,,,Hubert Hurkacz,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:13,2022-01-03,Hard,ATP Cup,RR,13,5,4-5,4,15-15,0-0,1-1,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,R,R,1,2,4,in_play,4f29f1f1f1f1f3b2f1f1f+3m3f3f2f1*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Stefanos Tsitsipas,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:32,2022-01-03,Hard,ATP Cup,RR,32,5,4-5,4,0-0,0-0,3-3,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,R,R,1,1,4,in_play,4r27f+1l1f1f1f1r2f3m1v1*,l,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Stefanos Tsitsipas,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:63,2022-01-03,Hard,ATP Cup,RR,63,5,4-5,4,15-40,0-0,6-5,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,2,5,in_play,5f39b2f1f1f1f1f3b3s2f1l1o3*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Diego Schwartzman,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:73,2022-01-03,Hard,ATP Cup,RR,73,5,4-5,4,1-1,0-0,6-6,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,4,in_play,4f29b2f1f1f+3s2v1*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Stefanos Tsitsipas,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:85,2022-01-03,Hard,ATP Cup,RR,85,5,4-5,4,15-15,1-0,0-0,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,6,in_play,6b29f1f1f3n@,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,unforced_error,n,Stefanos Tsitsipas,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:96,2022-01-03,Hard,ATP Cup,RR,96,5,4-5,4,15-0,1-0,1-1,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,4,in_play,4b38f1f1f3n@,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,unforced_error,n,Stefanos Tsitsipas,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:112,2022-01-03,Hard,ATP Cup,RR,112,5,4-5,4,40-0,1-0,2-3,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,R,R,1,2,5,in_play,5f29f2f1f+3b1*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,True,False,False,,,Diego Schwartzman,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:116,2022-01-03,Hard,ATP Cup,RR,116,5,4-5,4,30-0,1-0,3-3,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,5,in_play,5b19f2f1f1w@,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,unforced_error,w,Stefanos Tsitsipas,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:117,2022-01-03,Hard,ATP Cup,RR,117,5,4-5,4,30-15,1-0,3-3,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,6,in_play,6f27f1r1f1f3b3b3b3b1f1u1*,r,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Stefanos Tsitsipas,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:119,2022-01-03,Hard,ATP Cup,RR,119,5,4-5,4,40-30,1-0,3-3,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,2,5,in_play,5f39m1f+1f1*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,winner,,Diego Schwartzman,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:132,2022-01-03,Hard,ATP Cup,RR,132,5,4-5,4,40-40,1-0,3-4,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,R,R,1,1,4,in_play,4r28f1f1f1f2b3b3y3b-3*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Diego Schwartzman,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman,20220103-M-ATP_Cup-RR-Stefanos_Tsitsipas-Diego_Schwartzman:160,2022-01-03,Hard,ATP Cup,RR,160,5,4-5,4,30-0,1-1,1-2,Diego Schwartzman,Stefanos Tsitsipas,Diego Schwartzman,Stefanos Tsitsipas,R,R,1,1,4,in_play,4f29f2b1f1f3s2f1*,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Stefanos Tsitsipas,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:12,2022-01-04,Hard,Nonthaburi CH,R16,12,5,4-5,4,40-40,0-0,1-0,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,1,5,in_play,5f1f1f1f1f2b3b2f1f1f1*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Yasutaka Uchiyama,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:35,2022-01-04,Hard,Nonthaburi CH,R16,35,5,4-5,4,40-30,0-0,2-2,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,R,R,1,2,4,in_play,4b3b3b1f1f3b3b2f2f1f1f3b2b3b1f2b3b3d#,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:52,2022-01-04,Hard,Nonthaburi CH,R16,52,5,4-5,4,15-15,0-0,4-4,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,R,R,1,2,6,in_play,6b2b2f1f1f1d#,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:70,2022-01-04,Hard,Nonthaburi CH,R16,70,5,4-5,4,1-1,0-0,6-6,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,2,4,in_play,4f2f1f1f3d#,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,forced_error,d,Tung Lin Wu,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:73,2022-01-04,Hard,Nonthaburi CH,R16,73,5,4-5,4,2-3,0-0,6-6,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,1,6,in_play,6f3b2f1f1f1f1f1f3n#,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:77,2022-01-04,Hard,Nonthaburi CH,R16,77,5,4-5,4,5-4,0-0,6-6,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,1,4,in_play,4b2f2f1f1f1f2f3s1f+3w@,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Yasutaka Uchiyama,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:84,2022-01-04,Hard,Nonthaburi CH,R16,84,5,4-5,4,0-0,0-1,0-1,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,R,R,1,2,6,in_play,6b3b2b1f1f3b3b1f2f+1*,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Yasutaka Uchiyama,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:112,2022-01-04,Hard,Nonthaburi CH,R16,112,5,4-5,4,15-0,0-1,3-2,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,R,R,1,2,5,in_play,5b3b3b1f1f1f3w@,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Yasutaka Uchiyama,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:130,2022-01-04,Hard,Nonthaburi CH,R16,130,5,4-5,4,15-0,0-1,5-3,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,1,6,in_play,6f2f1f1f1f3*,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:142,2022-01-04,Hard,Nonthaburi CH,R16,142,5,4-5,4,15-15,0-1,5-5,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,2,5,in_play,5b2f1f1f1f3b3b2n@,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Yasutaka Uchiyama,1,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:151,2022-01-04,Hard,Nonthaburi CH,R16,151,5,4-5,4,0-0,1-1,0-0,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,1,6,in_play,6b2f3b1f1f3s+3s3z1x#,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,0,deuce,high,CC,0,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:192,2022-01-04,Hard,Nonthaburi CH,R16,192,5,4-5,4,0-30,1-1,4-4,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,R,R,1,2,4,in_play,4f1f3b1f3n#,b,BH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,3.0,ad,,baseline,,False,False,False,forced_error,n,Tung Lin Wu,0,deuce,high,DTL,1,fifth_shot_forehand_direction
20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama,20220104-M-Nonthaburi_CH-R16-Tung_Lin_Wu-Yasutaka_Uchiyama:198,2022-01-04,Hard,Nonthaburi CH,R16,198,5,4-5,4,40-15,1-1,5-4,Tung Lin Wu,Yasutaka Uchiyama,Tung Lin Wu,Yasutaka Uchiyama,R,R,1,1,4,in_play,4f3b2f1f1f2b2r2b3b3b2f3b2b1f1f1f2f2b2b3w#,f,FH,1.0,deuce,,baseline,forehand,f,FH,forehand,DRIVE,1.0,deuce,,baseline,,False,False,False,,,Tung Lin Wu,1,deuce,high,CC,0,fifth_shot_forehand_direction
