metric,estimate,ci_low,ci_high
observed_policy_value,0.48251393816523064,0.46716294982260514,0.49839711099847944
recommended_policy_value_dm,0.4751342089468507,0.4741578036771833,0.47619754068409303
recommended_policy_value_ipw,0.5070371945038038,0.48669239439999346,0.5252469335685107
recommended_policy_value_dr,0.48827843443748137,0.4704821664073472,0.5056754721239128
recommended_minus_observed_uplift_dr,0.00576449627225073,-0.00112057098661888,0.013471345898410978
